0,541717185	0,445974399	0,5150313270	0,7675341820	0,911671924	0,145436798	0,240104507	0,243824395	0,2377756472	0,853770492	0,33197988	0,241955256	0,288399072	0,2797997069	0,275372279	0,104623015	0,250188111	0,216388616	0,063438691	0,4890983	0,730220493	0,332944898	0,140622253	0,192513369	0,755619125	0,182013423	0,038522848	0,382542694	0,350991114	0,731616401	0,250235849	0,365832495	0,17503359
0,54128571	0,444771231	0,5168770790	0,7553008006	0,909015441	0,143484627	0,24023514	0,243568412	0,2318017553	0,857250946	0,328949761	0,241955256	0,302436195	0,2807767465	0,281557847	0,101434729	0,250188111	0,193817468	0,056937906	0,488543976	0,729788154	0,33377726	0,098787133	0,183910718	0,756232121	0,175167785	0,036264612	0,373434535	0,34278879	0,742968485	0,239386792	0,372497485	0,186515207
0,543658824	0,446141506	0,5206361167	0,7704212226	0,928773037	0,145436798	0,243370346	0,249456035	0,2422007523	0,86148802	0,330586025	0,247471652	0,304176334	0,2611138251	0,27812142	0,090157643	0,264860798	0,206575074	0,057610401	0,508314856	0,760916559	0,335608457	0,117771137	0,180888166	0,789129546	0,18442953	0,040648247	0,384440228	0,352699932	0,733310742	0,246462264	0,371667505	0,158299743
0,537510301	0,440125664	0,5166292862	0,7631036446	0,924456251	0,135675939	0,236838668	0,236528862	0,2345305701	0,854678436	0,320101812	0,239503524	0,302436195	0,2635564240	0,283619702	0,091928913	0,248306998	0,187438665	0,052006277	0,501108647	0,744055339	0,335941402	0,122692916	0,175773076	0,779934614	0,180805369	0,046493092	0,374193548	0,340738209	0,739749238	0,243396226	0,371248323	0,165872725
0,540314891	0,442431737	0,5198125102	0,7669764184	0,942387515	0,109809663	0,243370346	0,247408166	0,2367431226	0,851904161	0,31040543	0,241955256	0,286542923	0,2595261358	0,278579611	0,086910315	0,246049661	0,165358194	0,025330643	0,500554324	0,73973195	0,333943732	0,102830023	0,158102767	0,789946874	0,184295302	0,040116897	0,382542694	0,348940533	0,731616401	0,231367925	0,351664152	0,145840967
0,542256529	0,442398316	0,5199582408	0,7693150499	0,950522995	0,134211811	0,248073155	0,275438372	0,2391031787	0,851904161	0,306526877	0,245173154	0,286078886	0,2398632145	0,263459336	0,086467497	0,235139202	0,192345437	0,047074647	0,51736881	0,747081712	0,337439654	0,114782914	0,152987677	0,809358398	0,191409396	0,041976621	0,394686907	0,358851675	0,729583192	0,238207547	0,353747485	0,151581776
0,54398243	0,44176331	0,5225656511	0,7666677191	0,962477171	0,124938995	0,250685826	0,291181364	0,2383656612	0,843026482	0,301315072	0,24524977	0,298259861	0,2443820225	0,247880871	0,082039322	0,217456734	0,182531894	0,037883883	0,523096822	0,711197579	0,33377726	0,118122693	0,142757498	0,825296281	0,192885906	0,044102019	0,39544592	0,358509911	0,721958658	0,238443396	0,343959591	0,145963112
0,541717185	0,435079041	0,5198592252	0,7695559290	0,947534451	0,124938995	0,250163292	0,289261487	0,2399881997	0,845346784	0,308466154	0,241878639	0,316357309	0,2305813385	0,253837342	0,079972841	0,213694507	0,233562316	0,040798027	0,517738359	0,691742326	0,333277843	0,142731587	0,144152523	0,806702084	0,192751678	0,050478215	0,384440228	0,352358168	0,72534734	0,232311321	0,342915828	0,138512276
0,539883415	0,43080111	0,5186933802	0,7684275393	0,944213847	0,10590532	0,24898759	0,287085627	0,2256803599	0,840706179	0,306829889	0,242414956	0,310208817	0,2376648754	0,252462772	0,087205526	0,221971407	0,216388616	0,031607263	0,515521064	0,678772157	0,332112535	0,14413781	0,138572425	0,809971394	0,190872483	0,046360255	0,388235294	0,353383459	0,727719417	0,231839623	0,347082495	0,144619519
0,53858899	0,428461616	0,5221315059	0,7677294578	0,980408434	0,083455344	0,24715872	0,286701651	0,2277454090	0,855384615	0,305739046	0,249846767	0,302784223	0,2193453835	0,232760596	0,080563264	0,210684725	0,194798822	0,010759919	0,523096822	0,668828361	0,330614283	0,135348919	0,124622181	0,847364119	0,185234899	0,039718385	0,421631879	0,38380041	0,732633006	0,233254717	0,333333333	0,126786369
0,533627024	0,424952375	0,5169065298	0,7712140187	0,988377885	0,070278184	0,236316133	0,289005504	0,2169039015	0,856796974	0,304042179	0,254213914	0,302320186	0,2000488520	0,218785796	0,069788038	0,204288939	0,171736997	0	0,520509978	0,654993515	0,330281338	0,131481807	0,117414555	0,850429097	0,176375839	0,039319872	0,423529412	0,386192755	0,730769231	0,218160377	0,320414152	0,111640406
0,528665059	0,421376291	0,5139990261	0,7530358360	0,965963805	0,121034651	0,220378837	0,274158454	0,2119625341	0,829508197	0,296042664	0,254826846	0,317401392	0,2122618466	0,224054983	0,06476944	0,209179834	0,172718351	0,031607263	0,518662232	0,683527886	0,334776095	0,139391809	0,124157173	0,826930936	0,173825503	0,039585547	0,421252372	0,390977444	0,749406981	0,216273585	0,303957076	0,113594723
0,533627024	0,428227666	0,5175671415	0,7529247510	0,989208036	0,089799902	0,218811234	0,273134519	0,2093812228	0,827641866	0,295254833	0,254826846	0,317981439	0,2115290669	0,213058419	0,068754797	0,203912716	0,183022571	0,014570724	0,507206208	0,680501513	0,332944898	0,133591141	0,115554522	0,829995913	0,173288591	0,038788523	0,432258065	0,394395079	0,752456794	0,213679245	0,308748323	0,109075363
0,535352925	0,430767688	0,5195154634	0,7593068764	0,996181305	0,080527086	0,22194644	0,279150134	0,2114462718	0,838839849	0,296588086	0,25406068	0,319141531	0,1911333659	0,211683849	0,065212257	0,209556057	0,202649657	0,00717328	0,512564671	0,671854734	0,33311137	0,131306029	0,113461986	0,847364119	0,178255034	0,043172157	0,44857685	0,400888585	0,746018299	0,21745283	0,291247485	0,09844876
0,541501448	0,433407974	0,5252273931	0,7583889635	0,99983397	0,099560761	0,228478119	0,282477921	0,2138063279	0,827641866	0,295800255	0,253294514	0,312993039	0,1885686370	0,2139748	0,064179016	0,193002257	0,214425908	0,020174849	0,521988174	0,676178124	0,338604961	0,137985586	0,116717043	0,847977115	0,179463087	0,055393199	0,465275142	0,414559125	0,74025754	0,219811321	0,280830818	0,097838036
0,539991284	0,431101902	0,5231587291	0,7534638056	0,996181305	0,099560761	0,22887002	0,286189684	0,2114462718	0,824363178	0,295254833	0,251992032	0,304060325	0,1096726917	0,225887743	0,0612269	0,201279157	0,202158979	0,019278189	0,523096822	0,671422395	0,333444315	0,136403586	0,112996977	0,850020433	0,180268456	0,047024442	0,457305503	0,409432673	0,733819044	0,225943396	0,269584172	0,092463662
0,538804727	0,430333211	0,5223021174	0,7557252622	0,987215673	0,093704246	0,226649249	0,283245872	0,2062836492	0,819218159	0,291679292	0,250536316	0,301972158	0,1823400098	0,238258877	0,062702958	0,194883371	0,203140334	0,017933199	0,523466371	0,645482058	0,330447811	0,144489365	0,121832132	0,851655088	0,179463087	0,048352816	0,457685009	0,409090909	0,728905456	0,230188679	0,263749162	0,088677171
0,541609316	0,43330771	0,5253370719	0,7570723140	0,99252864	0,082967301	0,221685173	0,277102265	0,2186001918	0,800554855	0,296588086	0,25022985	0,304756381	0,1786761114	0,255211913	0,067426345	0,208051166	0,236997056	0,008966599	0,516075388	0,631647211	0,330281338	0,153102478	0,130434783	0,847977115	0,172483221	0,049017003	0,461480076	0,41114149	0,731108099	0,231367925	0,285416667	0,090997924
0,542472267	0,433207446	0,5242433305	0,7531738153	1	0,076622743	0,220640105	0,286701651	0,2146913489	0,797276166	0,2944064	0,251992032	0,299303944	0,1819736199	0,255211913	0,060046053	0,204665162	0,235034347	0,002465815	0,510716925	0,623000432	0,330114866	0,1513447	0,12741223	0,846138128	0,172885906	0,042242295	0,461859583	0,414900889	0,728227719	0,233254717	0,305415828	0,086234274
0,539883415	0,429731627	0,5198018470	0,7500365411	0,985721401	0,083455344	0,224297845	0,289133495	0,2101924921	0,797074401	0,291679292	0,250612933	0,295359629	0,1817293600	0,239175258	0,06831198	0,202407825	0,234052993	0,011208249	0,509238729	0,609597925	0,329448976	0,158727369	0,131829807	0,836738864	0,180939597	0,049282678	0,458444023	0,411825017	0,714672992	0,232783019	0,304166667	0,099059485
0,543227349	0,432104542	0,5191950592	0,7473506228	0,988211855	0,092240117	0,228347485	0,290413414	0,2020060476	0,800807062	0,279255803	0,251149249	0,283642691	0,1934538349	0,239175258	0,068902403	0,22648608	0,199214917	0,013674064	0,531226903	0,616947687	0,336107874	0,164703814	0,137409905	0,855537393	0,185637584	0,044766206	0,467552182	0,4101162	0,710945442	0,245754717	0,309997485	0,088432881
0,539128334	0,430400053	0,5187126756	0,7368127493	0,972937075	0,081991215	0,221685173	0,281198003	0,1916070507	0,794501892	0,262468941	0,247778118	0,277262181	0,1853932584	0,22978236	0,065655075	0,240030098	0,222767419	0,005604125	0,525683666	0,603977518	0,336107874	0,162418703	0,154382702	0,845729465	0,187114094	0,043969182	0,472106262	0,416267943	0,700271095	0,256839623	0,315145037	0,082692073
