5,114661E-01	7,603030E-01	9,185149E-01	1,022616E-01	2,189016E-01	2,278465E-01	2,345688E-01	8,561465E-01	3,215923E-01	2,346725E-01	2,897539E-01	2,442178E-01	2,902635E-01	9,898477E-02	2,463387E-01	2,336266E-01	6,566438E-02	4,927828E-01	7,054264E-01	1,674504E-01	6,242638E-02	1,945463E-01	7,775772E-01	1,788937E-01	3,480464E-02	4,062378E-01	3,637001E-01	7,336134E-01	2,517299E-01	3,484324E-01	1,759368E-01
5,142702E-01	7,584283E-01	9,277148E-01	1,111111E-01	2,224407E-01	2,282252E-01	2,284406E-01	8,614651E-01	3,182750E-01	2,332484E-01	2,981110E-01	2,450480E-01	2,936999E-01	9,583310E-02	2,677431E-01	2,306940E-01	6,632766E-02	4,823680E-01	7,515300E-01	1,676549E-01	6,203377E-02	1,943171E-01	7,681508E-01	1,723552E-01	3,253767E-02	3,840156E-01	3,489839E-01	7,442017E-01	2,429015E-01	3,497016E-01	1,764082E-01
5,178037E-01	7,645504E-01	9,298505E-01	1,032448E-01	2,284703E-01	2,436253E-01	2,395157E-01	8,663322E-01	3,254524E-01	2,399940E-01	2,941042E-01	2,259518E-01	2,898053E-01	8,517878E-02	2,692452E-01	2,199413E-01	5,637851E-02	5,013704E-01	7,319461E-01	1,694950E-01	2,650177E-02	1,810266E-01	7,914160E-01	1,792860E-01	3,693826E-02	4,054581E-01	3,654520E-01	7,373109E-01	2,507755E-01	3,492800E-01	1,569644E-01
5,166399E-01	7,611299E-01	9,328076E-01	1,022616E-01	2,227028E-01	2,331482E-01	2,330183E-01	8,565981E-01	3,221351E-01	2,357967E-01	2,978821E-01	2,283240E-01	2,975945E-01	8,685223E-02	2,621104E-01	2,214076E-01	5,925271E-02	4,982642E-01	7,225622E-01	1,705173E-01	4,299176E-02	1,828598E-01	7,928199E-01	1,740552E-01	4,280571E-02	3,797271E-01	3,458304E-01	7,398319E-01	2,448103E-01	3,492800E-01	1,642706E-01
5,188984E-01	7,712127E-01	9,719073E-01	8,702065E-02	2,255866E-01	2,470336E-01	2,380390E-01	8,587055E-01	3,086852E-01	2,354969E-01	2,896394E-01	2,244099E-01	2,943872E-01	8,211078E-02	2,410815E-01	2,062561E-01	4,532390E-02	5,039284E-01	7,050184E-01	1,678593E-01	3,356890E-02	1,720898E-01	8,194946E-01	1,843860E-01	3,640485E-02	3,925926E-01	3,528381E-01	7,363025E-01	2,357433E-01	3,437770E-01	1,555503E-01
5,180642E-01	7,611910E-01	9,433218E-01	1,002950E-01	2,265041E-01	2,635698E-01	2,351595E-01	8,591570E-01	3,001206E-01	2,402938E-01	2,849456E-01	2,053137E-01	2,806415E-01	8,741005E-02	2,448367E-01	2,121212E-01	4,620827E-02	5,114197E-01	7,294982E-01	1,713351E-01	1,806046E-02	1,521540E-01	8,092659E-01	1,850399E-01	3,827177E-02	3,910331E-01	3,542397E-01	7,258824E-01	2,369363E-01	3,327669E-01	1,468301E-01
5,173815E-01	7,611839E-01	9,564646E-01	8,800393E-02	2,322716E-01	2,790962E-01	2,373006E-01	8,505770E-01	2,946321E-01	2,387948E-01	3,016600E-01	2,097023E-01	2,742268E-01	8,350533E-02	2,177995E-01	2,130987E-01	3,648021E-02	5,247579E-01	7,025704E-01	1,678593E-01	3,415783E-02	1,496334E-01	8,329322E-01	1,907938E-01	4,040539E-02	4,101365E-01	3,665032E-01	7,253782E-01	2,433787E-01	3,192182E-01	1,419986E-01
5,202399E-01	7,610489E-01	9,502218E-01	8,751229E-02	2,308297E-01	2,777076E-01	2,358240E-01	8,587055E-01	2,946321E-01	2,364713E-01	3,072696E-01	1,962994E-01	2,650630E-01	7,876388E-02	2,151709E-01	2,497556E-01	4,532390E-02	5,198246E-01	6,605467E-01	1,725618E-01	6,635257E-02	1,468836E-01	8,261131E-01	1,919707E-01	4,680624E-02	4,031189E-01	3,619481E-01	7,310924E-01	2,390838E-01	3,192182E-01	1,342211E-01
5,176282E-01	7,606730E-01	9,567932E-01	7,964602E-02	2,322716E-01	2,748043E-01	2,334613E-01	8,482689E-01	2,949337E-01	2,385699E-01	3,049800E-01	2,031787E-01	2,694158E-01	8,489987E-02	2,290650E-01	2,380254E-01	4,421844E-02	5,141604E-01	6,556508E-01	1,682682E-01	6,615626E-02	1,457379E-01	8,311272E-01	1,894861E-01	4,267236E-02	4,136452E-01	3,773651E-01	7,322689E-01	2,381293E-01	3,255687E-01	1,408202E-01
5,180141E-01	7,622646E-01	9,870215E-01	5,457227E-02	2,313540E-01	2,806110E-01	2,254135E-01	8,570497E-01	2,957177E-01	2,450157E-01	2,970807E-01	1,853873E-01	2,579611E-01	7,848497E-02	2,208036E-01	2,277615E-01	1,812956E-02	5,145259E-01	6,376989E-01	1,674504E-01	5,045151E-02	1,299267E-01	8,461693E-01	1,779783E-01	3,600480E-02	4,237817E-01	3,836720E-01	7,302521E-01	2,328800E-01	3,094815E-01	1,205515E-01
5,171128E-01	7,647641E-01	1,000000E+00	5,358899E-02	2,306986E-01	2,910881E-01	2,163320E-01	8,728550E-01	2,974065E-01	2,510868E-01	3,178019E-01	1,666469E-01	2,400916E-01	7,722988E-02	2,121667E-01	1,950147E-01	1,613973E-02	5,178147E-01	6,336189E-01	1,643836E-01	4,102866E-02	1,193859E-01	8,545929E-01	1,766706E-01	3,560475E-02	4,393762E-01	4,043448E-01	7,453782E-01	2,345502E-01	3,044002E-01	1,179590E-01
5,127123E-01	7,464744E-01	9,610646E-01	8,751229E-02	2,029099E-01	2,573845E-01	2,077673E-01	8,431510E-01	2,825694E-01	2,464398E-01	3,046365E-01	1,785079E-01	2,391753E-01	7,165170E-02	2,042809E-01	2,023460E-01	5,195667E-02	5,273159E-01	6,891065E-01	1,768554E-01	5,692972E-02	1,205316E-01	8,267148E-01	1,839937E-01	3,587145E-02	4,276803E-01	3,920813E-01	7,460504E-01	2,157003E-01	2,883130E-01	1,134810E-01
5,140374E-01	7,438351E-01	9,801216E-01	1,066863E-01	1,974046E-01	2,551123E-01	2,085056E-01	8,336177E-01	2,847407E-01	2,465148E-01	3,060103E-01	1,777962E-01	2,368843E-01	7,067552E-02	2,054074E-01	2,091887E-01	1,658191E-02	4,999086E-01	6,568747E-01	1,680638E-01	3,553200E-02	1,161778E-01	8,277176E-01	1,652936E-01	3,507134E-02	4,370370E-01	3,934828E-01	7,475630E-01	2,114054E-01	2,895823E-01	1,124205E-01
5,192920E-01	7,457967E-01	9,921143E-01	5,752212E-02	2,029099E-01	2,634436E-01	2,077673E-01	8,436026E-01	2,841978E-01	2,459152E-01	3,078420E-01	1,579884E-01	2,261168E-01	6,579461E-02	2,102891E-01	2,243402E-01	1,414990E-02	5,161703E-01	6,368829E-01	1,719485E-01	3,906557E-02	1,143446E-01	8,389491E-01	1,693475E-01	3,947193E-02	4,584795E-01	4,064471E-01	7,421849E-01	2,157003E-01	2,667229E-01	9,333019E-02
5,192475E-01	7,464509E-01	9,778216E-01	5,309735E-02	2,040897E-01	2,630649E-01	2,093178E-01	8,389865E-01	3,045235E-01	2,444911E-01	3,047510E-01	1,554976E-01	2,295533E-01	6,063480E-02	2,069095E-01	2,404692E-01	1,017024E-02	5,121506E-01	6,376989E-01	1,735841E-01	3,749509E-02	1,099908E-01	8,351384E-01	1,845168E-01	5,174023E-02	4,619883E-01	4,124036E-01	7,396639E-01	2,211883E-01	2,544435E-01	9,050200E-02
5,168886E-01	7,463006E-01	9,799573E-01	5,162242E-02	2,068423E-01	2,717748E-01	2,120496E-01	8,266433E-01	2,831122E-01	2,431420E-01	2,953635E-01	7,887558E-02	2,432990E-01	5,951916E-02	2,024033E-01	2,380254E-01	1,127570E-02	5,081308E-01	6,372909E-01	1,692905E-01	3,965450E-02	1,164070E-01	8,357401E-01	1,757552E-01	4,333911E-02	4,549708E-01	4,074982E-01	7,331092E-01	2,281079E-01	2,464020E-01	8,555267E-02
5,168722E-01	7,457814E-01	9,781502E-01	5,948869E-02	2,056626E-01	2,664731E-01	2,085056E-01	8,313096E-01	2,822678E-01	2,421676E-01	2,943331E-01	1,494485E-01	2,641466E-01	6,426061E-02	2,031543E-01	2,458456E-01	1,812956E-02	5,150740E-01	6,254590E-01	1,662237E-01	5,496663E-02	1,235105E-01	8,403530E-01	1,739244E-01	4,467262E-02	4,623782E-01	4,099509E-01	7,273950E-01	2,316869E-01	2,404731E-01	8,378506E-02
5,195709E-01	7,462654E-01	9,855430E-01	4,129794E-02	2,068423E-01	2,740470E-01	2,166273E-01	8,124937E-01	2,880579E-01	2,421676E-01	3,012021E-01	1,458902E-01	2,664376E-01	6,858370E-02	2,057830E-01	2,478006E-01	7,517135E-03	5,088617E-01	6,026112E-01	1,617256E-01	5,771496E-02	1,287809E-01	8,437625E-01	1,703936E-01	4,533938E-02	4,623782E-01	4,162579E-01	7,258824E-01	2,297781E-01	2,641801E-01	8,625972E-02
5,196257E-01	7,453492E-01	9,937572E-01	3,244838E-02	2,061869E-01	2,751830E-01	2,157413E-01	8,025088E-01	2,921592E-01	2,436666E-01	2,887235E-01	1,490926E-01	2,684994E-01	6,579461E-02	2,012768E-01	2,507331E-01	0,000000E+00	5,081308E-01	5,920033E-01	1,615212E-01	6,183746E-02	1,241980E-01	8,479743E-01	1,745783E-01	3,853847E-02	4,674464E-01	4,169587E-01	7,247059E-01	2,324028E-01	2,809062E-01	8,260665E-02
5,160508E-01	7,400188E-01	9,768359E-01	5,113078E-02	2,097260E-01	2,739207E-01	2,092439E-01	8,027597E-01	2,872135E-01	2,453155E-01	2,866629E-01	1,488554E-01	2,497136E-01	6,509734E-02	2,219302E-01	2,580645E-01	1,326553E-02	5,161703E-01	6,009792E-01	1,674504E-01	7,950530E-02	1,356554E-01	8,429603E-01	1,748398E-01	4,560608E-02	4,693957E-01	4,236160E-01	7,285714E-01	2,457647E-01	2,845053E-01	9,297667E-02
5,163267E-01	7,429401E-01	9,820930E-01	5,604720E-02	2,131341E-01	2,811159E-01	2,062906E-01	8,029604E-01	2,869119E-01	2,487633E-01	2,816256E-01	1,602420E-01	2,398625E-01	6,509734E-02	2,331956E-01	2,404692E-01	1,282335E-02	5,234789E-01	5,944512E-01	1,731752E-01	8,244994E-02	1,489459E-01	8,509828E-01	1,813783E-01	4,107214E-02	4,787524E-01	4,278206E-01	7,127731E-01	2,524457E-01	2,912775E-01	9,179826E-02
5,177658E-01	7,353686E-01	9,917858E-01	6,342183E-02	2,081531E-01	2,740470E-01	1,972829E-01	7,999498E-01	2,572979E-01	2,435917E-01	2,747567E-01	1,524137E-01	2,297824E-01	7,904278E-02	2,403305E-01	2,570870E-01	2,763652E-02	5,317011E-01	5,830273E-01	1,737886E-01	9,285434E-02	1,631531E-01	8,557962E-01	1,873937E-01	4,027204E-02	4,873294E-01	4,313245E-01	7,035294E-01	2,596039E-01	2,959328E-01	8,248881E-02
5,185407E-01	7,229554E-01	9,517003E-01	9,439528E-02	2,035653E-01	2,672305E-01	1,890136E-01	7,999498E-01	2,565139E-01	2,572328E-01	2,896394E-01	1,441110E-01	2,455899E-01	9,689295E-02	2,527225E-01	2,580645E-01	5,571523E-02	5,190937E-01	5,895553E-01	1,754242E-01	1,221044E-01	1,849221E-01	8,301243E-01	1,760167E-01	3,680491E-02	4,658869E-01	4,278206E-01	7,134454E-01	2,481508E-01	3,264163E-01	1,177233E-01
5,178917E-01	7,251883E-01	9,139149E-01	9,144543E-02	2,046140E-01	2,658420E-01	1,910071E-01	8,027597E-01	2,506031E-01	2,552841E-01	2,968517E-01	1,787451E-01	2,432990E-01	9,717186E-02	2,482163E-01	2,487781E-01	5,505196E-02	5,079481E-01	5,842513E-01	1,799223E-01	1,236749E-01	1,840055E-01	7,922182E-01	1,855630E-01	3,733831E-02	4,304094E-01	4,190610E-01	7,021849E-01	2,610356E-01	3,365789E-01	1,154843E-01
